0,0
0,0
0,0
0,0
0,
2,2
2,2
2,
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
7,7
2,
7,7
7,7
7,7
7,
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,
7,7
7,
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
2,
7,
7,7
7,7
7,
7,
7,7
7,
7,7
8,8
7,
8,8
8,8
8,8
8,8
8,8
8,8
8,
8,8
8,8
8,8
9,9
9,9
9,
15,15
15,15
15,15
15,15
15,15
15,
17,17
18,18
0,0
22,22
0,0
22,
0,0
22,22
22,22
22,22
22,22
27,27
22,22
27,27
27,27
27,27
27,
28,28
28,28
0,0
28,
0,
28,28
28,28
28,
29,29
29,29
29,29
29,
29,
29,29
29,29
29,
29,29
31,31
7,7
0,0
28,28
0,0
31,31
7,7
31,31
0,0
31,
31,31
31,31
31,
31,31
31,31
32,32
32,32
32,32
32,32
32,32
32,32
32,
32,32
32,32
32,32
32,32
32,32
32,
32,32
32,32
32,32
32,32
32,32
32,
32,32
34,34
34,34
34,34
34,34
34,34
34,34
34,34
34,34
34,34
34,34
34,34
34,
34,34
35,35
34,
35,35
35,35
35,35
35,
35,35
35,35
35,35
35,
35,
35,35
35,35
35,35
35,35
35,35
0,0
35,35
0,
35,35
35,35
35,35
35,35
35,35
35,35
35,35
35,35
35,35
35,35
35,35
35,
35,35
35,35
7,7
35,35
7,7
35,
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,
7,
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,
41,41
41,41
41,41
41,
41,41
41,41
41,41
41,41
41,
41,
41,41
41,41
41,41
41,41
31,31
41,
52,52
0,0
52,52
52,52
0,0
52,
52,52
0,
52,52
52,52
52,52
52,
52,
52,
0,0
53,53
0,0
53,53
53,53
53,53
53,53
35,35
53,53
