316637,16516
15372,21714
420315,153505
420315,23261
16907,12973
341255,
260957,1933724
105068,
34817,27836
15079,15079
22806,1365909
11844,
11742,19822
15169,11794
1567837,35513
87914,
16397,17710
60450,12313
34484,23261
49215,16431
420315,
1151119,4256132
335197,31248
59838,
2781866,1327534
10184,273676
646751,
50789,1497075
39145,
724392,1446435
1021052,1246274
818731,887911
197128,1440594
1431584,1180057
59838,31248
1295851,1275325
420315,420315
21714,420315
59824,14190
49904,420315
420315,
9241,10577
9232,9234
9235,9233
9237,9236
5535878,788233
1328318,
420315,420315
20456,537349
11405,420315
21714,420315
420315,537349
788233,
492127,420315
21714,9371
420315,46556
21714,420315
149640,12043
12043,592536
9430,1502186
9410,9227
420315,
420315,9262
420315,689835
1563693,9225
46946,492127
9223,420315
14044,
420315,21714
420315,
420315,43638
9241,
9241,4888138
73680,20456
202653,
16516,4256132
316637,
86709,62836
192704,397330
1374493,27884
61498,1374493
53491,192704
37563,23445
397330,
59187,192704
25172,19542
17417,23261
164424,24785
347561,679483
5202836,
4763543,181912
1545684,78751
11848,11844
327028,285517
11835,48524
11844,114822
23261,
30763,864095
1134811,26539
12525,873393
60450,71798
112016,259789
23261,
687824,5237562
5237562,215208
255633,573680
254485,226463
22370,23261
9410,1267647
9260,93719
4731386,153505
9410,
153505,16516
716457,1403635
3008042,3008708
9107,
460777,998441
3857048,14713
22449,
1020682,5202836
843916,19267
843916,5535878
48464,
23541,14051
156410,
111604,9423
12072,
9410,26106
25567,4654101
21714,420315
22448,5535878
843916,5535878
48464,
21714,420315
111604,
111604,420315
21714,420315
249841,4256132
111604,420315
200264,1504429
37571,13299
1603322,2262800
480648,1078807
20063,147717
34491,9241
2045466,1504429
64541,
1038401,331228
757297,213114
4995246,4997564
1504429,
1427233,57955
17833,18565
163882,147717
15441,11349
285689,1464402
80987,
27281,42124
88066,13576
1150876,104364
840314,391557
957415,439467
68729,83792
19542,23261
22168,676662
953317,857500
390916,71798
65254,764864
3225874,23261
19542,
729761,187311
106397,83796
36242,
29242,41330
111304,1077271
41330,801986
692233,
178580,819799
41500,41330
194944,78698
847774,
5651414,10720
1157995,
41330,801986
1254535,111304
41330,801986
37541,1569069
12675,1568971
5097646,4491654
461295,12673
12672,52212
1569020,5226561
4487656,4497218
29636,1569109
1569081,1569036
1568958,1568992
1568926,3456269
3456209,12675
29906,12677
5236248,1497039
194944,1126377
206446,642018
48693,
808958,43464
59819,1203846
59819,194944
969594,4847477
206446,9356
1126377,
633469,120428
999004,43450
4003918,
5834597,51489
25932,694682
709825,186516
58857,418985
62336,947670
11365,5679271
20345,
5535878,533968
160579,529173
5556758,421236
17831,5478273
106756,5476454
9242,43073
1328254,23257
1427233,58857
254490,96207
1203279,19783
5152007,20345
233389,11358
576585,
4998370,4994634
4998006,4994106
2379393,9260
4992438,4997564
4993614,4995246
58411,
51489,5105433
4946172,99753
104338,
75008,20345
25510,
25932,2285770
931388,94862
1464402,233389
4841422,
31324,418985
2177911,4256132
9410,12802
12802,9410
24986,
9410,10259
19542,166319
9176,43733
5010855,
101710,9175
9175,
19542,10190
9410,
420315,269349
974733,
214353,10833
5860288,5288891
9822,523976
165466,632610
893174,664362
32978,255061
46959,13151
101710,523976
9822,126113
965332,386744
127406,226229
218850,1440165
106090,24850
12479,46959
32978,255061
13151,727419
1102296,101710
13151,46959
255061,32978
101710,74874
106090,165076
226229,304069
36253,304063
226229,
94555,9822
523976,1291151
68292,1440165
279901,1600547
473050,48566
808222,101483
89826,13151
46959,32978
255061,101710
5542031,523976
9822,520347
304381,126113
5714424,226229
523976,9822
304381,226229
226229,
5705226,86804
226229,304063
21273,86804
10029,814479
226229,9625
78799,758936
53367,172364
238735,53372
5651756,633032
404244,1006313
62582,5550565
86804,976820
226229,226229
304069,239283
304063,3533003
77581,5550565
766447,226229
614000,632886
126113,123089
492603,539257
37275,150283
2884566,1176016
54449,77992
298007,628198
297971,101710
13370,9625
1582936,16133
1040193,739740
10242,
5429912,1554192
846582,54449
298007,628198
297971,77992
331901,682984
236794,3134786
40064,398198
3022788,13039
81187,1256293
572586,15748
383335,383264
411210,5429912
719067,36253
127406,1594689
33210,4654335
813795,3237348
1391842,
743806,21273
416891,416882
266934,439016
746153,361522
162467,44863
65537,457725
151342,32721
10456,819702
154566,4644053
64128,217545
64128,217545
254691,10029
1303195,695445
353726,520504
523948,106171
48556,13370
800805,182198
3792668,5010855
33210,217545
1237400,19542
3739539,200504
2450379,1366048
226204,1092114
51281,15800
905098,122745
184517,227096
624950,243981
65207,44540
44610,1398343
2887386,748692
1213356,128674
41928,
51281,300290
553896,348975
3291509,9631
348869,274633
40822,252710
239289,150153
1006537,1088798
1584026,937113
2666893,144584
225806,239289
249780,287961
172543,
162522,298997
26106,
31324,41937
293641,
89360,9475
43638,316637
18452,
293641,12824
99095,10740
21228,33121
5106561,21228
98795,20469
21228,231882
154854,2135409
955291,21228
5106561,19918
21228,
21228,21228
739817,
21228,541414
80357,
21228,21228
113517,5486407
15166,431997
20805,9032
9241,420315
21714,420315
13340,
420315,21714
420315,21714
65996,
18268,9241
45331,13339
1020712,9241
17600,10577
21714,9225
9223,
20922,15478
21714,21714
316637,22086
13340,21714
17831,18268
9223,9241
22086,10577
415137,
9241,10669
9225,21714
18568,420315
14554,1067829
874485,14554
18568,21714
269349,9371
4238502,420315
21714,14554
22086,
9241,420315
4238502,21714
4238502,749750
9371,21714
420315,9223
22086,
49904,14554
22086,269349
45331,
19018,9411
4256132,
420315,21714
4805518,598023
1443536,2981590
1443833,
119120,97583
5610441,
25732,2405052
26573,27015
2405052,
26580,26573
312303,589694
582694,891071
1122866,5105013
1123925,650212
14686,14573
582857,14568
14571,582787
14586,243909
14574,3530357
14584,14567
14676,4950518
1085550,14581
1204755,383666
213700,14572
52794,31953
622791,941371
28444,582283
520482,31854
28378,3396547
28384,352610
28449,28446
621746,14567
516914,466714
14616,621835
333789,940409
17003,5752519
640085,
821418,352815
3932732,238453
1469981,145847
74164,8977
67724,9271
359983,1141052
1225922,41671
26151,14557
26068,
16628,20987
99388,23308
24400,15023
23427,19763
23427,23599
27385,23308
51688,23753
78129,
19542,105515
23277,
209954,1123635
77346,187719
1242618,
319728,175415
54263,46945
101710,37359
187719,13215
26276,
994202,928524
17216,994202
226436,26276
187719,
21701,1356363
14858,158463
14858,1600221
81072,38666
1250749,86489
187719,
287833,175415
3919354,187719
1738021,5778967
5763140,5509451
5509460,
5539389,5509460
1481979,151989
245444,1271170
198470,878994
589540,1471032
5097046,12802
9410,433972
377813,
15245,9241
440316,4593577
4644289,1498407
738537,390426
9503,13087
1498407,740305
4769339,147717
9241,1498407
477322,90659
23253,207515
1159534,960336
1571554,1321936
1173736,806583
17280,5054399
97313,301586
1102926,207515
23253,
31985,21557
21557,5140915
21701,21557
83207,175190
420315,9241
21714,9335
13738,10059
99735,4256132
5603852,157939
261886,
682936,9066
1296654,9066
19542,23372
23372,19542
9064,58469
19542,14470
390235,
4958460,1087918
14470,19542
36900,47087
48085,
23256,23372
19542,
12282,1513186
78587,
12282,4897232
481443,86457
18762,
252092,1549167
9303,5838081
8982,10259
9410,21714
18415,21714
20772,
21714,16420
12824,15245
1297181,
49246,22086
41716,238945
1478096,1482995
143228,
14948,18800
420315,21714
5448684,5446526
48918,78290
21714,
18415,22071
19677,21714
11368,
712502,5348781
53575,21714
4994634,4994106
5152007,420315
21714,191906
78290,
4998006,4993614
4995246,4998370
21714,24073
21714,354136
78290,14015
